Location,Bees,Bird,Bryophytes,Butterflies,Carabids,Hoverflies,Isopods,Ladybirds,Macromoths,Grasshoppers_&_Crickets,Vascular_plants
NS69,17.4,93.0304,267.4,21.4,19,60.4,6.2,8.7,268.1,1.5,342.4
NS70,8.5,75.5731,255.3,21,7.6,51,4.2,1.8,231.2,2.2,275.2
NS71,5,77.21,254.9,22,7.4,48.6,6.5,2.1,226.8,2.9,279.1
NS72,4.4,72.1166,265.4,21,7.4,44.1,4.8,2.8,147.9,1.9,279.8
NS73,4.7,72.4075,258.7,21.1,7.8,45.2,5.1,3,196.5,1.6,282.9
NS74,15.7,79.8748,226.8,24,19.7,43.1,8.1,6.7,251.7,2.7,298.9
NS75,28.5,80.6031,242.2,21.7,28.6,56.9,7.9,6.8,268.7,4.4,350.2
NS76,30.3,82.5192,250.3,21.6,30.5,63.1,7.7,7.3,272.5,4.2,359.5
NS77,21.7,86.5095,242.1,22.1,26,57.8,7.7,8.4,274.4,3.1,346.2
NS78,11.4,91.6291,262.7,21.3,22.1,59,6.8,7.4,251.8,1.5,347.4
NS79,20.4,92.1857,260.1,22.8,30.6,56.4,4.9,8.9,263.8,2,376.4
NS80,6.8,79.0786,250.3,21.8,11,51.5,5.3,2.8,234.2,2.4,304.1
NS81,5.7,74.9537,270.7,20.6,7.5,51.1,3.2,2.4,229.8,2.3,312.2
NS82,4.4,72.8645,267.7,20.3,7.4,43.9,4.3,2.6,135.3,2.2,310.4
NS83,16.1,79.196,252.2,23.3,17.5,40.7,6.9,7.1,213.3,2.9,313.1
NS84,21.2,81.0046,224.4,21,20.1,34,6.8,6.7,247.6,3.1,303.7
NS85,16.5,78.8438,242.5,22.9,20.5,42.7,7.3,6.7,219.3,2.9,329.5
NS86,19.5,84.2662,269.6,20.7,32.3,46,6.4,7.5,242.4,1.7,346.2
NS87,16.4,83.1197,248.3,22.8,22.3,54.4,6.9,7.4,244,2.1,336.6
NS88,13.3,88.0135,244.9,23.7,12.6,49.9,4.5,7,248.6,2,361.8
NS89,33.6,93.2877,260,21.5,44.5,70.4,8.6,7.4,264.9,5.2,361.2
NS90,4.1,70.4057,271.3,19.5,7.4,46.8,2.7,1.5,172.6,1.5,339.1
NS91,4.3,71.038,272.1,19.7,7.5,45.1,3.9,2.2,132.6,2.2,336.7
NS92,4.5,73.2105,269.9,20.7,7.7,45.4,4.1,3.1,147.6,2.2,332.9
NS93,18.7,83.6094,251,23.8,22.1,34.8,7.1,6.3,244,2.8,337.8
NS94,3.7,75.3009,237.8,20.5,16.1,39.2,6.6,5.4,153.5,2.3,344.5
NS95,11.1,76.2282,264.7,20.4,10.5,39.9,5.3,4.1,151.6,2.7,355.9
NS96,33.3,86.5496,247.6,22.3,42.2,55.9,7.5,7.4,258.2,2.7,341.6
NS97,33.3,90.218,231.5,22.7,38.6,67.4,8.7,8,261.1,3.3,326.6
NS98,33.4,90.4095,256.5,23.1,36.5,61.5,9.3,7.9,249.2,4.9,373.9
NS99,31.9,94.8258,250.2,21.9,41,66.1,8.1,7.3,259.4,4.8,342.8
NT00,11.4,81.047,253.4,22.2,20.5,48,2.3,1.7,258.7,2.2,354.1
NT01,8.2,77.8129,263.7,20.4,21.3,54.3,2.3,2.9,232,2.1,341.7
NT02,5.3,74.2054,271.5,19.3,8.4,48.3,2.5,2.9,185.5,2.1,341.4
NT03,27.1,87.9864,254.7,23.5,20.7,31.4,5.1,7.2,263.7,2.2,347.9
NT04,13.7,81.269,245.8,21.4,10.6,39.5,2.5,4.3,213.3,2.5,351.7
NT05,16.2,82.8195,273.1,20.7,32.8,39.1,2.4,5.2,208.3,1.9,334.6
NT06,33.3,91.1723,251.3,22.8,37.4,60.9,6,8,254,2.6,375.2
NT07,36.1,91.3774,242.9,23.4,41.2,63.8,8.8,8,246.8,4.5,381.4
NT08,32.5,90.0531,240.8,23.1,31,60,9,6.7,242.2,4.7,384.8
NT09,29.8,94.856,247.5,22.6,32.8,61.9,5.9,7.1,258.1,3.2,339.4
NT10,9.9,77.2887,261.2,21.6,23.3,46.8,2.3,1.1,233,2.1,354.6
NT11,7.7,75.2723,272.6,20.2,10.4,51.7,2.2,2.2,222.8,2.1,354.2
NT12,6.9,77.5732,273.1,19.9,10.3,51.8,2.2,2.5,224.4,2.1,355.9
NT13,11.1,88.2098,269.5,23,9,38.3,NA,4.2,232.5,2.2,344.4
NT14,12.5,87.2566,256,22.4,11.6,38.8,2.2,4.3,244.8,2.2,348.1
NT15,19.4,92.6222,268.2,23.2,34.8,41.9,5.4,4.7,245.7,2.2,340.5
NT16,32.3,93.5207,265.9,23.7,36.1,55.8,5,7.5,264.2,2.6,396.6
NT17,33.9,90.2498,253.3,25.3,30.3,63.5,8.9,8.2,245.7,4.4,383.4
NT18,33.2,90.7607,253.4,23.6,40.8,62.7,9.3,7.5,242.4,4.9,386
NT19,29.8,93.6321,247.6,22.9,36.9,63.6,8.2,7.2,255,4.8,349
NT20,7.5,76.3824,261.9,21.2,25.4,44,2.7,1.4,171.6,1.6,351.8
NT21,8.1,77.5817,271.4,22.2,24.3,49.2,2,2.6,216.2,2,354.2
NT22,8.5,82.6779,274.4,21,23.2,48.4,2.3,2.9,185.7,2.2,357.3
NT23,19.4,91.2091,275.1,22.6,12.5,36.5,4.6,5.9,267.8,2.1,364.7
NT24,30.1,92.9183,261,24.4,16.3,42,4.6,7.8,278.5,2.9,355.6
NT25,32.4,94.4338,256.3,24.7,33.8,45,4.6,6.2,270,2.4,365.3
NT26,34,93.91,257.2,25.3,45.5,58,6,7.6,279.3,2.3,388.6
NT27,35.6,90.8103,258.4,25.7,35.7,62.9,8.7,8.4,246.7,4.4,392.2
NT28,33.3,89.5092,243.2,25.2,40.3,61.7,9.2,7.9,244.4,4.9,392
NT29,33.4,88.9147,249.7,24.1,42.5,62.2,9.3,7.5,246.8,5.3,393
NT30,7.2,75.9332,265.9,21.6,19.3,44.3,0.8,1.3,158.6,1.4,349.8
NT31,8.5,83.4811,271,22,24.3,44.2,0.9,2.4,217.7,3.3,356.2
NT32,8.2,86.4943,273.3,22.4,26.3,44.5,3.1,2.5,243,2.2,373.3
NT33,31.3,91.7598,267.4,23.7,15.3,50.3,4.9,8.7,276,2.8,361
NT34,8.7,83.1701,269.7,22,10.3,48.7,1.5,2.7,159.6,2.2,359.8
NT35,31.7,95.3523,257.7,24.1,20.6,54.1,4.9,8.1,279.4,2.6,381.3
NT36,34.3,92.9253,245.5,26,39.3,59.3,7.3,7.7,282.7,3.3,401.5
NT37,34.2,89.9976,252.6,25.2,37,62.5,8.7,8.6,245,3.9,395.2
NT39,32.2,87.7155,231.4,23.8,44.5,64.7,9.4,8,248,5.1,394.1
NT40,6.8,80.7866,272.1,22.4,26.1,39.6,0.8,2.6,231.4,1.9,374.3
NT41,10.1,87.9825,268.2,23.5,26.2,48.6,5.2,4.1,268.3,3,393.4
NT42,12.7,90.5305,263.3,23.9,16.6,51,5,4.9,270.4,2.9,397.5
NT43,31.7,92.0276,261.7,24.5,18.1,57.9,6,8.7,273.6,2.7,399.1
NT44,23,92.5572,253.8,23.8,12.4,55.1,4.6,8,269.2,2.5,385.1
NT45,13.4,93.034,250.3,23.5,12.6,50.5,4.6,7,262.8,2.4,379.8
NT46,32.2,92.9871,245.6,25.4,37.5,57.1,6.7,7.6,278.8,3,415.3
NT47,33.6,90.5655,239.8,23.5,33.7,63,9.5,7.6,246.6,4.1,407.6
NT48,31.9,89.3716,267.1,23.8,35.4,54.8,9.1,7.8,235.2,5.2,402.5
NT49,31.8,70.9061,269,24.1,43,54,9.2,8.4,234.7,5.6,400.5
NT50,7.2,85.1563,271,26.2,36.7,37.9,4.4,3.7,270,3.5,356.4
NT51,8.4,89.1224,255.4,24.4,12.3,43.3,3.9,4.7,267.2,2.9,389.5
NT52,28.2,90.614,253.3,24.4,11.5,53.2,5.4,6.6,269.4,2.8,413.9
NT53,30.1,91.895,260.8,25.2,28.9,57.3,6.5,8.5,272.8,2.8,393.3
NT54,29.5,92.1515,250.3,25.1,16.6,56.1,5.9,8.9,278.7,2.7,373.8
NT55,10.5,93.1946,266.3,23.7,12.1,52.4,5.3,5.5,265.4,2.6,370.8
NT56,31.3,94.3901,267.7,25,19.8,56.2,5,8.9,273.8,2.8,417.4
NT57,34.1,92.0397,239.6,24.9,31.9,57.1,8,7.8,248.8,4,413
NT58,32.1,89.9612,238.4,26.4,33.2,57.8,9.3,7.7,239.8,5,414.3
NT59,28.1,64.2166,277.2,25,34.8,49.8,9.6,8.3,239.2,3.8,410.4
NT60,5.8,82.6164,267,23.9,32.7,41.2,0.8,1.5,250.7,3.1,351.1
NT61,8.8,89.9703,253.6,24.5,17.7,42.9,1,5,274.4,2.3,393.4
NT62,10.3,90.9446,250.8,25.1,20,49.6,6.1,7.2,271.1,2.4,426.1
NT63,15.5,91.7975,249.8,25.9,32.8,52.4,6.7,7.9,270.8,2.6,422.3
NT64,14.1,92.2372,255,24.8,14,54.5,5.3,7.3,270.6,2.7,414
NT65,9.8,92.6223,264.3,23,9.6,47.7,0.8,1,251.2,2.7,368
NT66,10.9,93.1909,263.6,22.7,12.7,47.9,5.3,1.1,252.9,2.7,361.5
NT67,35,93.4112,250.3,26.9,26.7,61,10.1,8.3,257.9,3.6,419.5
NT68,30.2,88.1008,247.2,25.8,37.7,50.5,9.2,7.6,223.5,4.5,422.7
NT70,5.4,82.9235,263.3,24.8,26.6,36.7,0.8,1.5,245.8,3.7,345.5
NT71,7.7,84.6598,261.2,23.5,25.7,42.9,0.8,0.8,255.9,2,377.5
NT72,8.5,90.3702,254.6,25.4,17.8,49.7,0.8,6.3,263.7,2.3,430.1
NT73,14.4,92.2194,247.4,27,20.1,50.4,6.1,8.3,270.5,2.3,424.4
NT74,15,92.2144,246,25.6,27.1,53.8,5.7,7.9,274.6,2.3,422.4
NT75,24.9,92.308,259.5,25.4,20.3,54.8,5.4,7.7,271.1,2.5,417.8
NT76,31.2,93.916,262,24.4,18.5,55.4,5,7.2,274.4,2.2,399
NT77,30.2,94.2219,244,24.7,18.4,60.1,9.9,7.7,241,2.9,420.7
NT80,5,85.7094,249.3,23.6,21.1,30.8,0.8,0.9,247.6,3.7,353.8
NT81,4.8,83.4623,258,23.3,17,30.3,0.8,2.1,248.6,3.7,360.1
NT82,7.3,94.5366,255.7,26.3,23.8,46.1,0.8,3.8,283.4,2.6,383.8
NT83,10.7,95.137,250.6,27.7,28.8,53.8,0.8,7.3,259.9,2.4,421.5
NT84,13.7,92.8498,242.7,27.4,31.9,54,6.1,8.5,273.4,2.3,422.3
NT85,13.4,91.7764,239,27,22.8,52.5,6.3,7.9,272.7,2.3,418.8
NT86,16,93.6174,248.1,26.4,22.9,48.5,7.6,6.3,268,2.4,422.9
NT87,27.1,86.9231,259.2,24.6,19.8,52.5,7.9,6.7,241.9,2.5,423.9
NT90,5.6,99.4045,226.4,24.8,21.5,36.1,0.9,2.9,240.1,4.3,361.4
NT91,5.4,88.823,249.7,23.1,10.7,34.9,0.8,1.4,237.8,4.4,349.4
NT92,7.7,99.9226,248.4,26.1,25.1,44.9,0.8,3.9,268.2,3.7,361.9
NT93,9,96.897,245.3,26.9,25.1,51.9,0.8,7,275.6,2.3,413.4
NT94,13.5,93.865,241.1,27.6,29.7,53.9,0.9,8,270.6,2.3,421.6
NT95,17.4,95.0163,242.4,27.1,27.6,54.3,1,8.4,264.3,2.3,421.5
NT96,25.3,95.0537,236.9,24.3,17,52.6,8.1,8.5,238.3,2.2,418.1
NU00,8.4,103.2129,223.5,27.8,32.7,36.9,2.7,3.3,245.7,4.8,360.7
NU01,9,101.9288,223.6,27.8,26.3,44.5,2.1,3.4,248.5,4.5,365.4
NU02,7.8,101.1953,234.7,27.1,23.6,47.4,1,4,258.7,4.5,379.3
NU03,21,100.0035,241,27.7,25.4,50.3,0.9,5.9,270.4,4.2,405.6
NU04,18,94.301,240.6,29.2,32.6,45.2,7.8,9.2,243.7,2.8,418.8
NU05,20.1,85.9255,249.5,28.3,11,38.7,7.6,9.1,231.3,2.6,414.8
NU10,9.5,100.8133,212.9,28.1,21.8,35,2.2,2.9,244.2,4.5,347.8
NU11,10.3,101.6674,215,27.9,28.7,38.7,2.2,4.2,236.2,4.3,354.3
NU12,8,100.2305,233.3,27.1,18.6,46.2,2.2,0.8,252.5,4.4,386.8
NU13,18.6,97.2321,240.9,31.1,34.1,45.2,8.1,9.3,261.1,2.8,419
NU14,18.3,94.9285,251.6,29.7,23.2,38.4,7.9,9.4,252.4,2.8,418.4
NU20,24.6,99.0026,231.8,31,79.7,39.6,8.3,9.2,290.9,2.8,413.7
NU21,23.6,97.5732,237.9,31.7,79.6,45.9,7.7,9.3,275.5,2.4,411.7
NU22,18.2,95.9624,238.2,31,72.7,44.6,8.3,9.8,282.2,3,408.3
NU23,17.4,91.7324,227,30.1,38.4,34.1,8,10,281,2.8,396.4
NW95,9.6,70.873,243.7,26.3,17.9,37,8.3,1.5,197,3.6,308.3
NW96,8.1,76.1955,242.8,26.4,14.2,41.8,8.6,2.9,244.7,3.5,320
NW97,10.4,70.662,242.7,26.8,15.7,37.7,8.7,2.5,238.7,3.3,320.6
NX03,10.3,73.4047,235.6,26.3,14.2,39.7,7.7,1.5,209.9,3.7,372.8
NX04,9.8,77.9057,237,27.3,23.3,38.9,8.1,1.9,251.2,3.8,373.8
NX05,10.5,80.1822,241.4,27.1,18.5,44.4,8.6,3.3,256.3,2.9,355
NX06,10.5,85.7416,244.9,27.5,18.6,47,9.2,2.8,251.1,2.8,320.5
NX07,9.4,81.6998,225.5,27,15.6,44.2,10.3,2.3,256.8,2.9,334.2
NX08,10.5,82.2179,242.4,27.1,16.5,42.7,10.4,2.3,256.2,3.4,330.7
NX09,7.9,60.3092,248.8,26,3.3,35.6,8.7,2.5,231.4,3,327.4
NX13,11.3,80.094,232.9,27.4,25.4,40.5,8.7,2.8,257.5,3.1,388.9
NX14,9.1,76.9058,235.6,27,15.3,38.8,8.4,1.5,231.9,3.7,394.4
NX15,12.3,86.4797,236.3,28,18.9,48,9.2,3.5,264.7,3.2,369
NX16,9.2,82.9357,229.9,25.7,16,45.9,6.8,6,232.1,4.2,341.2
NX17,7.2,78.6035,249.9,25.2,14.1,45.7,6.6,1.5,214.3,1.5,328.8
NX18,11.5,83.7935,239.7,27.2,16.7,43.7,10.4,6.6,260.3,3.2,337.1
NX19,15.8,82.6784,249.8,26.8,12.3,44.3,10.5,5.3,258.5,3.6,320.1
NX24,9.2,73.8655,237.7,27.2,14.5,37.7,8.3,1.6,228.7,4.1,370.5
NX25,15.1,87.2079,223.3,28.3,20.1,51.1,9.7,5,274.9,4.3,352.9
NX26,8.5,80.067,238.3,25,15.7,46.8,6.1,1.5,223.8,4.4,336.3
NX27,8,79.1091,232.6,24.6,15.2,46.5,6.5,1.5,216.6,3.3,330
NX28,6.3,78.2725,230.4,25,14.1,46,7.2,0.9,206.6,1.1,326.1
NX29,6.7,82.4755,226.8,25.7,16.2,44.7,7.9,4.5,199.2,3.4,325.8
NX33,12.6,73.0578,233.4,28.8,16.7,32.3,8.9,1.8,247.3,4.6,380.9
NX34,15.8,82.6618,234.7,27.8,22.6,43.3,9.3,9.1,269.3,3.8,377.3
NX35,8.6,82.6544,229.2,26.3,16.7,49.6,4.2,3.6,238.6,4.5,357.1
NX36,9.1,84.363,226.6,26.6,17,49.5,6.1,4.6,236.3,4.4,352.6
NX37,8.8,82.5098,231.8,25.2,16.6,49.3,6.5,3.8,228,3.3,335.1
NX38,7.2,76.0887,233.9,24.6,14.5,47.9,4.7,1.4,211.8,1.9,332.8
NX39,6.5,75.0338,240.8,24.1,14.1,46.2,6.1,2.2,199.5,2,325.1
NX43,23.4,84.7086,228.2,30.7,36,37,10.3,9.2,278,6.1,399.2
NX44,21.4,86.2265,233.5,30.4,38.6,40.4,10.2,9.4,276.6,5,399.4
NX45,21.3,88.8024,231.8,29,34.4,46.3,8.6,9.6,287.6,6.2,387.4
NX46,20.9,90.1176,222.2,29.1,21.8,51.5,7.2,8.6,282.4,5.1,352.3
NX47,8.9,78.2664,237.3,25,16.7,49.7,3.9,3,227.5,3.2,316.6
NX48,8,75.7507,244.5,25,15.9,48.8,3.9,1.5,220.9,3.4,259.4
NX49,7,73.6091,242.9,24.5,14.1,45.7,4.3,1.2,199.9,1.8,283.7
NX54,24.5,85.5725,237.4,31.4,37.9,42.5,10.6,10,288.9,6.3,391
NX55,21.9,87.8722,238.4,29.5,32.8,45.2,9.3,10,292.9,6.4,398.5
NX56,9.4,81.838,235,25,16.7,54.3,4.3,3.8,240.5,3.6,290.1
NX57,8.8,78.3272,234.6,24.7,16.7,50.4,3.5,2.8,226.2,3.5,308.6
NX58,9.2,79.1376,238.9,24.8,16.7,52.8,4.3,3.2,240.5,3.6,297.9
NX59,8,74.6799,245.8,24.1,15.9,49.9,3.9,2.3,218.1,3.6,254.3
NX64,24.2,87.5963,227.1,31.7,41.8,46.9,11.2,9.9,293.7,5.3,390.5
NX65,20.9,90.9862,229.1,29.8,35.4,50.1,8.6,9.6,295.2,4.2,384
NX66,13.4,86.6396,230.8,28.4,18.2,55.3,4.7,6.6,266.1,3.6,319.8
NX67,13.5,87.571,222.4,29.2,20.7,55.1,5.4,6.7,265,3.6,317.9
NX68,10.5,84.6641,236.4,26.2,17.1,56.2,5.9,6.1,259.2,3.7,247.6
NX69,7.9,75.4611,244.2,24.4,17.1,51,3.8,3.2,234.1,3,257.3
NX74,25.5,87.6957,230.6,32,47.5,53.6,11,10.2,297.7,5.3,386.6
NX75,16,88.5214,221.5,30.8,33.7,51.8,5.7,7.2,261.2,3.7,377.4
NX76,16.6,89.8852,228.2,30.2,44.9,50.1,7,7.8,266.6,3.7,384.1
NX77,13.8,84.9463,220.7,27.9,17.3,55,4.3,7,261.8,3.7,337
NX78,8.6,83.4415,243,25.2,16.1,53.7,4.2,3.8,241.3,3.7,275.1
NX79,7.3,80.3332,238.6,22.5,16.6,53.1,5.3,2.2,240.1,2.3,265.9
NX84,25.6,86.1197,225.4,31.8,51.3,56.7,10.8,10.3,298.6,5.1,404.4
NX85,22.1,89.4315,224.9,32.1,56.9,61.1,10.9,10,303.4,5.1,418.6
NX86,16.2,88.8223,223.4,30.5,42,51.6,6.2,8.1,260.7,3.9,375.9
NX87,11.2,86.515,223.4,29.1,12.2,52.9,3.4,6.7,248.3,3.7,374.5
NX88,10.9,83.8496,214.4,27.6,12.5,53,3.5,4.5,265.6,3.7,375.1
NX89,9.1,83.9746,212.3,27,10.4,53.3,3.2,4.5,264.7,3.5,348.4
NX90,42.7,77.4122,265.3,30.7,59.9,41.1,8.2,9.9,234.5,3.5,407.5
NX91,46,86.5076,259.3,30.2,63.7,49.7,8.4,9.7,295.9,3.6,394.2
NX92,37,86.057,255.8,30.8,75.3,53.9,8.5,8.6,272.1,3.5,403.8
NX93,24.3,74.8014,275.2,30.8,64.2,53.6,7.6,9.5,276.6,3.7,430.9
NX95,22.9,91.1106,234.4,32.3,65.2,60.9,10,9.8,309.1,4.4,403.2
NX96,19.7,91.5294,227.8,31,54.5,58.2,9.5,10.1,304.3,4.6,379.4
NX97,17.2,89.8212,221.4,30.9,58.9,53.7,6.1,10,286.2,4.2,380.5
NX98,11.1,84.968,219.1,29.8,21.2,50.1,3.5,6.5,253.2,3.2,380.2
NX99,10,80.4761,245.8,23.1,15.4,49.9,3,4,261.3,2.2,332.3
NY00,58.6,90.3976,276.1,36.9,75.8,67.1,8.5,11,261.2,4.7,391.7
NY01,46.5,90.7881,287.9,33.7,42.6,56.1,7,8.4,228.6,4,397.2
NY02,46.9,90.1987,267.5,31.3,67.3,59.7,7.6,8.7,231.6,4.2,396.5
NY03,41.4,89.5276,251.9,30.4,80.2,58.9,7.6,8.9,219.3,3.9,390.9
NY04,28.3,84.8726,240.6,30.9,71.9,55.6,7.8,9.2,274.9,4,399.3
NY05,21,78.1444,270.5,31,59.5,53.3,7.9,5.6,270.9,4.8,418.8
NY06,17.5,86.0895,240,32.1,60.7,57.2,8.3,9.4,302.7,5,409.3
NY07,10.1,84.9353,227.5,30.5,22.5,47.8,3.3,5.6,250.9,2.2,375.1
NY08,13.4,87.1217,224.9,30.4,55,50.5,3.8,7.6,254,3.6,371.8
NY09,9,78.7952,247,23.7,16.6,48,2.8,2.6,257.2,2.2,365.2
NY10,32.2,88.5476,306.4,33.5,40.3,61.8,6.7,8.5,207.6,4.4,378.2
NY11,24.4,86.3434,300.1,32.5,38.5,59.2,6.9,7.3,181.1,4.1,370.9
NY12,32.4,89.5308,296.4,33.4,40.6,61.7,6.1,8.9,211.4,4.3,386.3
NY13,41.4,88.9339,268.3,31.6,64.8,60.2,7.4,8.7,204.5,4.4,394.5
NY14,40.8,89.1516,248.9,30.2,71.3,63.4,7.3,8.8,223.5,4.6,380.6
NY15,33.2,89.1613,238.8,32,70.3,60.1,8,9.1,299.9,4.3,398.8
NY16,18.5,89.688,235.5,32.6,64.6,62.3,7.5,8.8,306.4,4.4,402.3
NY17,8.8,83.5764,237.2,31.2,25.5,49.8,3.7,4.9,257.5,3.6,371.6
NY18,9.9,84.5662,231.7,30.2,32.8,48.3,3.5,5.3,256.1,3.7,372.1
NY19,7.8,81.3005,251.5,27.9,22.8,47.5,3.1,3.4,234.9,2,377.7
NY20,22.1,85.8429,315.3,32.2,37.2,57.4,6.7,7,180.3,4.2,384.4
NY21,26.6,88.0005,307.9,33.4,39.6,61.8,6.8,8,202.9,4.3,377.7
NY22,40.9,90.781,299.1,34.4,43.8,67,6.6,9.1,242.8,4.6,370.1
NY23,38.7,91.2364,296.5,33.8,43.7,62,6.8,8.8,201.8,4.5,383.8
NY24,38.5,88.1316,253.9,29.2,65.4,59.6,7.3,7.2,202.1,4.7,374
NY25,39.8,89.8968,242.4,31,73.6,63.4,7.2,8.3,266.4,4.7,374.3
NY26,19.7,87.8614,235.9,32.3,66.4,62.2,6.4,8,291.2,4.3,399
NY27,9.5,79.5885,238,29,23.3,40.1,3.7,3.7,242.7,2.1,374.9
NY28,7.3,74.5033,259.9,22.1,16.2,38.7,2.3,0.9,163.1,1.2,360.8
NY29,6.9,79.3332,263.2,22.4,20.5,46.2,2.3,1.6,204.9,1.6,353.1
NY30,46.1,91.3625,318.1,36.5,44.9,73.1,7,9.2,275.5,5.1,388.3
NY31,27.5,88.9349,315.1,33.3,40.1,63.1,7.1,7.7,203.2,3.9,383.6
NY32,28.3,90.1193,307.5,34.4,43.5,64.5,7,7.7,217.4,4.1,377.9
NY33,26.5,88.6042,293.8,33.7,44.1,60.2,7.3,8.3,193.1,4.3,374.6
NY34,39.4,88.3193,251.2,29.3,61.9,63.1,7.1,8,204.6,4.6,371.6
NY35,38.7,89.8585,229.7,29.5,70,65.7,7.5,8.3,222.8,4.8,372
NY36,36.5,89.1226,235.6,29.6,68.5,62.2,6.5,7.5,254.1,4.6,394.4
NY37,12,85.695,237.1,29.5,49.6,59.6,4.9,6.7,227.4,4.1,376.4
NY38,7.2,82.4752,268.4,27.6,28.5,45.8,3.8,3.4,205.8,3.5,372
NY39,6.8,77.8702,270.7,21.8,23.9,38.4,0.9,2,175.2,2,359.7
NY40,35.6,89.3471,319.6,35.4,42.6,64.4,7.2,8.2,243.7,4.2,378.3
NY41,27.2,87.2418,319.1,33.5,40.2,61.3,7.3,7.7,189.1,3.9,378.4
NY42,47.3,89.9221,294,35.8,50.6,65.2,7.4,8.8,246.1,4.8,390.5
NY43,40.5,87.969,262,32.6,45.1,57.3,6.9,7.7,226.2,4.7,375.9
NY44,38.9,88.4824,227.1,29.3,66.5,63.9,7.1,7.7,202.6,4.8,362.7
NY45,39,89.4095,219.8,28.8,67.7,64.7,7,8,201.2,4.8,374.6
NY46,37.6,87.4186,235.8,28.1,68.9,63.6,6.5,7.2,202.2,4.7,367.9
NY47,17.7,87.2308,240.9,30,39.8,53.3,5.5,5.6,215.2,3.9,380.7
NY48,5.4,86.5189,265.7,27.6,37.7,49.5,4.1,2.2,210.9,3.6,359.3
NY49,5.9,77.5544,269.7,22.1,23,40.6,2.2,0.8,212.5,1.5,379.6
NY50,26.2,87.1791,315.2,32.8,40.3,58.7,7.9,7,234.7,3.6,365.1
NY51,45.7,89.3183,298.5,35.9,44.6,59.8,7.8,8.8,245.4,4.3,379.2
NY52,47.5,88.9752,270.1,35,56.6,62.7,7.1,8.1,249,4.9,384.7
NY53,41.3,89.3478,257.4,32.6,64,64.6,7,8.2,225.9,4.9,373
NY54,39.6,88.8565,272.6,30.4,57.1,60.4,7,8.8,204.5,4.8,380.6
NY55,39.2,89.7451,274.4,29.2,59.5,60.9,7,8.3,207,4.8,372
NY56,38,89.4049,248.7,28.7,61.6,58.5,6.8,7.1,205.7,4.6,373.5
NY57,14.1,90.0492,260.5,29,41.4,50,4.6,5.2,215.7,3.7,373.5
NY58,4.7,83.4935,264.6,27,34.4,38.4,0.9,1.1,227.3,1.6,350.4
NY59,5.7,82.0404,270.5,26.2,30.3,40.7,3.7,1.3,251.7,3.4,358.4
NY60,45.5,89.1768,308.9,34.5,42.9,52.5,7.8,7.7,273.4,4.4,375.9
NY61,48.6,89.4516,295.6,34.4,44.7,57,7.8,7.7,280,4.4,404.3
NY62,44.6,89.0016,272.7,34.7,51.1,59.2,7.3,7.5,248.8,4.9,390.3
NY63,24,89.2188,281.8,30.1,33.7,58.8,7.1,6.2,200.5,4.2,364.2
NY64,13.2,87.3614,276.3,28.9,35.1,55.4,6.1,6.4,203.1,2.9,335.7
NY65,21.7,93.3473,262.2,29.5,38.3,52.2,7.2,5.9,260.8,4,336.2
NY66,37.7,95.2771,266.4,28.8,48.4,50.9,5.7,5.7,219.5,3.8,370.6
NY67,9.4,91.2638,259.2,29.1,34.2,47.8,4.5,3.8,251.2,4.1,343.5
NY68,4.3,82.5177,261.3,25.8,34.1,38.6,0.8,1.1,247.8,3.3,345.1
NY69,4.4,83.5136,264.3,25.6,29.5,38,0.8,1.4,247.3,3.7,348.2
NY70,44.6,89.7192,296.3,33.3,48.8,47.3,7.8,7.8,296.2,4.6,369.3
NY71,48.9,90.1008,283.6,34.4,42.6,51,7.7,7.2,269.8,4.8,410.9
NY72,16.2,85.6388,311,29.1,28,48.5,7.4,5.8,193.5,3.4,359
NY73,11.8,84.4129,298.8,29.8,30.8,46.5,5.6,3.4,225.1,2.5,344.1
NY74,14.6,88.9222,265.4,28.6,30.6,56.9,5.1,6.9,238.3,4,333.4
NY75,12.4,93.6976,251,27.1,34,49.7,4,6.1,250.9,3.1,332.8
NY76,30.7,99.5944,262.5,26.8,45.1,49.5,5.6,3.7,249.5,4.7,363.6
NY77,5.3,88.2371,255.2,26.2,37.2,39.9,1.1,0.8,253.1,4.6,338.1
NY78,5.7,90.2271,258,27.6,44.7,45.8,4.9,0.8,260.1,4.5,342.1
NY79,4.4,81.8886,260.1,25.6,32.8,34.2,0.8,1,239.7,3.4,340.7
NY80,13.1,85.25,292.9,28.7,43.5,50.8,4.4,6.8,209.8,2.8,345.4
NY81,16,87.5398,282.5,27.4,43.1,46.3,5.6,6.4,217.4,3.7,339.8
NY82,12.2,85.8898,286.7,28.4,29.3,46.6,4.4,7.1,199.2,3,337.5
NY83,11.7,87.9615,284.7,28.3,28.7,52.9,4.1,6.1,206.9,2.8,338.5
NY84,11,88.2045,263.4,28.1,30.2,50.7,3.8,5,250.3,2.8,330.1
NY85,13.1,95.682,232.1,28,29.4,53.3,4.4,5.4,259.9,3.2,338
NY86,27.9,102.1948,254,28.8,77.3,57.6,5.5,4.1,261.6,4.5,361.7
NY87,10.5,99.5626,243.7,29,41.5,49.3,5.1,3.7,264.7,5,361.4
NY88,10,97.0578,239.1,29.2,40.7,50.3,5.2,1.5,264.8,5.5,355.9
