Location,Bees,Birds,Bryophytes,Butterflies,Carabids,Hoverflies,Isopods,Ladybirds,Macromoths,Grasshoppers_&_Crickets,Vascular_plants
NS68,8.7,89.5667,303.7,18.6,62.6,51.9,8.1,4.6,260.7,3.4,378.4
NS69,10.4,91.6867,274.2,19.2,63.7,65.7,7.5,5.1,255.9,3.7,401.6
NS70,3.6,83.8114,260.1,20.3,24.7,46.3,3.5,3.2,234.2,3.8,335.3
NS71,5,84.1391,261.1,19.5,22.7,48.2,3.9,3,245.3,3.9,345.3
NS72,4.4,70.2267,281.7,17.2,24.8,18.9,5.6,2.8,116.6,2.6,333.7
NS73,4.7,72.8392,268.1,18.8,21.4,30.1,5.9,3.2,170.4,3.9,351.2
NS74,4.1,83.8258,245.3,16.6,41.3,50.3,8.8,9.2,169.7,2.2,361.7
NS75,7.8,81.9498,284,16.1,46.3,67,14.1,8.5,199.2,3.3,408.2
NS76,8.9,81.79,289.8,17.3,48.4,61.6,14.9,8.5,210.9,3.4,416.7
NS77,7.1,86.7446,276.7,17.6,56.4,73.2,10.1,8.9,237.4,3.3,395.3
NS78,13.2,87.3014,272.4,19.4,58.9,48.4,7.7,3.1,238.1,3.5,380.9
NS79,7.5,89.8901,278.6,17.2,59.6,71.4,8.1,7.8,248.5,4.2,412.1
NS80,4.2,89.5043,256.5,20.6,27.6,52.1,3.4,3.2,246.4,3.8,364
NS81,3.5,77.4428,282.7,18.6,32.6,46.8,3.3,3.1,197,3.8,341.5
NS82,4.3,70.8409,281.3,17,25.8,34.3,3.8,3.4,180,3.6,347.4
NS83,4.1,78.8095,274,19.4,33.5,38.4,9,6.2,250.3,3.3,361.9
NS84,6.7,82.4162,247,16.2,38.3,49.7,8.9,6.2,160.6,2.9,359.2
NS85,6,80.6763,271.3,15.8,44.2,49,8.9,7.7,182.3,2.3,373.3
NS86,5.4,79.3824,282.8,16.9,43.4,34,9.9,6.2,186.9,4,364.7
NS87,6.9,82.1349,270.5,19,53.4,43.2,8.7,7.6,228.1,3.6,379.5
NS88,6.7,85.2688,270.8,18.4,52,45.6,7.9,6.8,230.4,3.5,403.1
NS89,5.2,85.6633,281.4,18.4,57.8,78.8,11.6,7.2,217.1,5.2,398.2
NS90,5.6,72.2966,281,19,31.1,42.1,3.2,2.9,171.9,3.7,349.6
NS91,5.6,68.4999,282.9,18.3,27.1,39,3.4,2.9,185.8,3.2,351.2
NS92,4.7,70.5724,281.3,17.2,30.4,23.4,5.4,3.4,110.3,2,353.9
NS93,5,80.4582,273,16.5,31.6,40.6,8.9,5.5,219.5,3,375.7
NS94,3,77.4796,269.5,15,39.8,36.9,6.9,4.6,177.5,3.8,384
NS95,3,74.1258,278.7,15.8,27,21.9,6.4,4.5,175.3,2.5,363.7
NS96,6.7,81.3544,280.9,17.4,49.9,70,14.5,6,208.1,3.7,389.1
NS97,6.7,82.7386,263.1,17,55.5,74.8,15.2,6.2,216.1,3.8,384.5
NS98,4.5,83.3853,289.6,19,52.4,75,14.1,6.5,204.1,5,413.5
NS99,4.9,85.2205,267.1,17.9,56.4,78.9,11.8,6.7,210.3,4.4,385.8
NT00,7.1,88.581,268.9,20.5,32.1,72.5,3.4,2.2,262.4,3.8,416.2
NT01,4.8,84.6007,271.7,18.7,39.5,49,3.5,3.1,251.6,3.8,365.2
NT02,3.5,74.5682,281.3,16.8,32.6,45.2,3.1,2.3,189.4,3.7,350.4
NT03,5.7,82.8115,273.7,16,32.1,44,7.8,5.5,207.9,2.9,371.4
NT04,4.1,76.3142,269.8,16.3,26.9,31.4,6.1,5.1,202.7,2.4,368.9
NT05,4.4,77.8031,282.3,16.3,22.4,30.4,7.9,5.9,191,2.9,336.4
NT06,6.8,81.7809,291.7,16.7,46.8,71.5,12.2,5.7,211.5,3.8,409.7
NT07,7.4,82.4,274.4,20.4,50.9,74.8,11.2,6.5,204.9,4.8,401.3
NT08,4.3,81.0681,268.6,19.5,50.5,70.3,10.8,6.6,205.4,4.7,403.6
NT09,6.2,84.401,265.7,17.5,53.7,77.2,9.7,6.2,206.9,4.2,382.6
NT10,4.4,86.2224,273.6,18.9,44,56.1,3.4,3.7,252,3.9,390.4
NT11,3.8,79.9302,282.3,17.7,37.3,49.7,3.7,3.2,217.7,3.7,353
NT12,3.1,81.0289,283.9,17.1,36.3,49.2,3.4,3.5,216.4,3.6,356.2
NT13,5,83.1589,283.8,15.5,34.9,42,7,4.9,196.9,3,360.4
NT14,4.5,80.8479,275.2,16.6,35.3,40.3,5.8,4.9,194.1,3,359.1
NT15,3.6,83.279,282.4,17,43.8,42.9,6.2,5.5,196.8,3.6,337.5
NT16,6.1,83.1842,295.4,16.6,34.9,59.8,6.6,5.7,206.3,4,398.2
NT17,8.1,79.4304,286.4,20.1,51.6,79.2,10.8,7,206.1,4.6,407.4
NT18,7.2,81.691,285.7,19.8,55.6,73.1,11.4,6.6,211.6,4.4,413.4
NT19,6,83.0621,266.5,18.6,56.3,78.6,11.8,6.2,214.1,3.9,396.2
NT20,6.8,81.4192,273.4,17.2,43.7,53.8,3.6,3,213.9,3.9,386.6
NT21,3.6,81.5715,277.5,17.1,45.6,49.6,4.1,3.8,227.2,3.7,364.3
NT22,3.5,82.6905,285.8,15.9,36.4,44.4,4.3,4,209.1,3.6,351.3
NT23,3,84.7537,290.1,16.5,35.5,45.8,5.3,5.2,201.2,3.3,363.9
NT24,4.9,84.5539,280.3,16.7,44.2,50.5,7.7,5.3,212.3,3.6,375.5
NT25,6.9,84.5541,279,16.5,37.2,49.1,6.1,5.2,199.2,3.8,350.5
NT26,9.3,82.9818,289.1,17.5,45.3,69.9,9.1,6,207.7,4.7,403.9
NT27,11.1,79.3985,294.2,20.4,50.5,78.6,11.7,7.6,206,4.3,433
NT28,13,81.097,273,20.7,55.3,74.7,13.1,7.5,221.2,4.3,402.7
NT29,8.9,80.7458,277.4,19.7,50.8,69,13,6.5,226.2,4.1,407.5
NT30,7.3,78.0162,275.8,16.4,48.4,54.7,3.1,3,188.9,2.3,379.4
NT31,3.3,83.662,279.5,16.4,46.5,51.3,3.3,3.6,223.2,3.5,375.3
NT32,3.5,83.7782,293.4,16.7,44.9,46.5,4,3.4,221.3,3.6,354.7
NT33,6.7,84.4132,282.2,17.5,49,53.7,8.9,5.7,225.7,3.6,377.7
NT34,1.8,77.5583,286.5,14.7,36.6,32.1,3,3,157.4,3.9,333.3
NT35,5.3,84.3771,284.8,17.1,41.3,54.2,6.5,5.7,204.4,4,347.1
NT36,11.3,80.9996,262.7,18,39.8,61.9,9.9,7.2,205.3,5.1,394.9
NT37,13.5,78.3842,280.5,19.8,51.5,77.4,12.5,8.4,203.6,4.2,412.7
NT39,12.1,80.4217,262.6,19,48.3,69.8,13.4,7.6,222.1,4.1,404.3
NT40,3.6,78.1919,289.2,16.4,55.4,45.2,3.4,2.1,214,3.5,372.5
NT41,6.9,80.7462,294.4,18.4,52.1,61.2,7,5.7,250.1,3.2,372.3
NT42,7.5,82.4056,292.5,18.5,49,62.7,7.6,5.9,239.5,3.6,379.1
NT43,8.2,83.2929,290.1,19.5,50.5,63.7,7.8,6.1,239.4,4.3,370.6
NT44,5.8,81.3368,287.6,17.7,39.2,52.7,4,4.9,213.6,4.3,348.4
NT45,4.7,81.1487,284.1,17.9,34.1,52.2,4.1,4.8,208.4,4.3,345.4
NT46,12.2,81.3279,254.8,19.1,39.6,62.9,10.4,7.9,200.3,4.7,392.2
NT47,14.1,80.9166,253.5,20.5,47.7,74.8,13.3,9.4,203.8,3.9,394.2
NT48,14.3,83.1181,289.6,20.1,54.1,71.4,13.5,9.7,219.4,3.8,427.1
NT49,14.4,69.8171,301.5,20.5,57.5,73.3,13,10.1,206.3,4.1,451
NT50,7.6,82.3171,282.9,19.6,62,57.5,7.6,3.2,254.8,3.9,376.8
NT51,4.9,80.9992,257.1,18.5,48.3,62.1,7.4,5.7,238.2,3.4,408
NT52,5.8,81.7017,250.1,18.7,48.9,63.2,7.2,5.7,237.5,4.3,396.6
NT53,11.8,81.9725,261.5,20,54.4,64.4,8,6.6,236.4,4.5,389.4
NT54,7.6,80.6134,244.2,20,50,61.8,8.6,5.5,230.9,4.5,382.4
NT55,5.6,78.7501,296.6,18.2,38.3,48.7,3.8,3.8,205.7,4.1,330.5
NT56,4.9,81.3469,286.3,19.1,35.6,57.6,4.5,5.2,201.2,4,378.4
NT57,11.5,81.2959,248,20.3,41.2,68.3,12.4,8.1,197.5,4.4,397.9
NT58,16.8,82.5645,250.5,20.6,52.8,73.4,13.7,9.8,219.4,3.7,402.4
NT59,12.3,64.3973,304.8,19.3,62,65,11.7,10.3,193.9,3.9,463.1
NT60,7.9,76.9387,278.5,16.1,64.8,56.8,5.1,3.7,235.9,5.4,373.9
NT61,6.2,80.1706,249.1,18.6,48.3,62.2,7.4,5.8,243.4,3.5,413.3
NT62,6.3,82.2623,246,19.6,58.2,61.9,8.4,6.5,235.2,4.2,405.9
NT63,7.4,82.146,247.1,20.2,56.2,64,8.9,6.6,237.8,4.4,405.7
NT64,6.2,80.1396,253.7,20.3,54,64.3,7.8,5.5,236.9,4.5,407.3
NT65,3.2,77.1826,298.6,17.8,42.3,54.8,3.7,3.8,195.7,4.6,336.4
NT66,5.5,77.3188,294.7,17.6,29.4,54.1,3.6,4,187.3,4.5,330.9
NT67,17.2,83.0192,253.7,22.2,50.6,73.4,13.5,9.9,216,3.6,406.9
NT68,17.2,82.2212,254.7,19.8,53.3,68.3,13,10.7,213.8,3.5,410.4
NT70,8,73.3081,287.7,16.1,63.4,54.1,5,4.5,225.4,5.3,367
NT71,6.6,77.085,296.6,16.9,60.9,61,3.9,3.5,199.1,4.6,372.2
NT72,6.2,81.1039,248.4,17.6,62,63.2,8.9,6.6,219.4,4.4,428.9
NT73,12.4,82.4866,245.1,20.4,65.2,60.8,10.7,7.9,235.2,3.7,419.1
NT74,7.2,79.2437,245.4,20.7,58,64.2,9.7,5.9,230.1,4.4,414.3
NT75,5.9,78.96,269,20.1,51.5,63.1,8.5,5.7,218.9,4.4,402.7
NT76,6.4,79.3041,274.9,18.1,36.6,57.5,3.9,5.3,196.5,4.3,391.1
NT77,17.5,83.0732,250.2,20.3,45.1,65.5,13.3,10.1,206.8,3.3,409.6
NT80,7.9,73.8307,293.1,16.5,63.1,54.6,4.8,4,222.4,5.3,363.3
NT81,6.5,72.9221,298.7,15.7,60,51,4.4,4.8,225.5,5.2,359.7
NT82,8.5,83.6423,297.2,20.6,65.4,67.6,9,5.5,240,4.5,370.3
NT83,8.2,84.6666,251,21.2,69,61.3,10,7.2,229.1,4.3,449.6
NT84,15.6,82.3476,243.2,22.6,64.7,61.2,10.4,8,225.9,4,424.3
NT85,11.9,80.9645,241.1,21.4,54.4,58.5,9.3,7.5,216.2,3.7,417.1
NT86,9.8,79.7838,248.9,19.4,55.4,63.3,12,6.6,211.5,4.4,424.5
NT87,13.3,77.1061,263.4,19.7,38.8,49.6,12.5,8.9,205.2,3.1,415.9
NT90,9.1,82.6277,257.8,17.3,64.8,52.9,7.7,3.8,203.4,4.8,397
NT91,7.1,75.7274,295.6,16.8,65.8,51.3,4.9,5.3,191.7,5,357.6
NT92,8.1,86.7951,294.3,20.7,72.8,65.4,8.5,6.8,224.4,4.3,357.3
NT93,7.7,85.7297,249.3,19.9,69.9,65.6,9.1,6.9,228.3,4.4,459.7
NT94,15.8,82.8363,241.7,22.9,63.6,60,10.4,7.7,226.5,4.1,429.8
NT95,16.1,81.6725,245.5,23.2,51.4,59.7,10.3,9.8,224.8,3.2,435.8
NT96,16.9,81.4546,242.1,19.9,51.6,47.3,13.7,10.3,226.6,3.1,419.1
NU00,9.5,86.072,239.8,17.2,69.4,59.3,7.8,6,215.9,3.9,405.5
NU01,8.9,87.098,223.4,19.2,74.1,59.3,9.2,6.7,215,4.3,431.5
NU02,8.8,85.4869,232.4,20,72.6,59.1,8.7,6.9,216.8,4.3,433.2
NU03,11.2,84.6583,243.8,21,71.9,67.5,12.2,8,229.3,4.4,458.2
NU04,15.4,84.0315,243.3,19.4,67.6,49.2,13.2,10.1,238.8,3.6,441.2
NU05,14.9,71.3187,269.9,18.7,56.7,44.5,11,10,237.3,3.4,484.2
NU10,9.5,84.3846,213.9,17.9,67.6,62,8.8,4.8,214.8,4.1,417.2
NU11,9,84.5512,220.7,22.4,66.6,62.7,9.2,5.3,212.6,4.1,420.6
NU12,9.6,83.577,232.4,19.5,66.4,57.1,8.8,4.5,212.9,4.3,448.2
NU13,14.7,84.8144,243.5,19.2,72.7,56.8,13.5,9.5,243.7,3.8,452.9
NU14,14.7,83.8308,271.1,19.8,63.6,52.5,13.3,10.1,240.8,3.6,485.5
NU20,8.2,83.2745,234.6,22.5,84.4,70.4,13.7,10.1,248.2,4.3,473.1
NU21,9.7,84.3531,245.3,25.3,82.1,75.3,14.1,10.3,247.8,4,473.1
NU22,10.5,83.3925,248.9,19.7,72.2,55.7,13.5,9.1,243.6,3.6,473.1
NU23,13,77.1901,228.6,19.2,71.2,48.5,13.1,9.3,242.2,3.6,468.7
NW95,19.1,82.6987,223.3,19.5,52.9,47.3,5.4,5.8,162.2,4.7,434.4
NW96,10.4,88.0362,206.9,21.2,52.7,42.3,5.2,5.5,218.5,4.7,444.2
NW97,9.5,81.9089,213.7,19.7,50.3,42,4.9,6.1,212.3,4.6,438.3
NX03,8.3,80.3114,206.2,20.5,48.6,42.5,8.9,5.7,185.8,4.6,462.5
NX04,22.8,85.5632,199.6,19.9,55.9,54.7,10,6,207.4,4.7,462.9
NX05,25.1,90.2762,203,21.1,57.4,54.1,9.6,6.2,224.6,4.8,455.9
NX06,26.1,93.2557,211.1,21.5,57,55.5,8.4,6.4,223,4.8,439.5
NX07,24.5,91.3838,236.6,21.6,56.9,44.9,5.1,7.2,239.7,4.8,407.7
NX08,19.6,86.5684,213.6,21.5,55.8,50.5,4.9,7,236.2,4.7,429.9
NX09,6.5,67.5791,254.7,19.9,50.1,33.8,4.7,5.4,148.2,4.7,413.8
NX13,27.1,87.543,199,20.1,61.5,63.5,9.4,6.1,220.7,4.8,474.9
NX14,15.3,81.5951,205.2,20.5,56.1,53.5,9.4,5.7,209.7,4.6,479.2
NX15,26.9,93.28,214.9,21.3,59.7,59.8,8.9,6.4,227.5,5.1,463.5
NX16,9.8,88.1618,231.9,23.1,50.3,39.9,5.2,4.6,216,4.6,426.3
NX17,9.3,81.886,232.5,23,47.5,36.9,5.5,4.3,193.1,4.6,382.8
NX18,25.3,90.1673,236.6,21.2,57.1,52,6.6,7.5,234.7,4.9,410.6
NX19,20.5,86.4854,223.6,22.2,57.7,51.5,4.8,7.1,239,4.7,413.2
NX24,12,77.9145,207.5,20.7,51,53.4,8.6,5.4,207.3,4.6,460.4
NX25,26.7,90.9191,224.7,22.5,61.8,61.7,9,6.5,237.6,5.2,431.4
NX26,9.3,83.0668,238,23,48.1,37.9,4.8,4.7,198.3,4.6,396.9
NX27,9.6,82.6585,238.7,23,48,34.6,5,4.5,198.5,4.6,367.8
NX28,9.3,86.9177,241.3,22.6,45.8,30.3,4.1,4.5,188.4,4.7,381.8
NX29,8.2,94.7169,230.4,22.6,45.5,33.3,4.5,5.5,206.8,4.7,401.5
NX33,9.5,75.4875,205.5,19.3,51.8,56.8,9.1,6.2,155.1,4.8,472.5
NX34,27.6,86.7249,204.4,21.1,54.3,63,9.5,6.3,223.7,5.1,468.1
NX35,9.4,86.3933,229.8,22.9,48.7,42.4,5.4,4.5,210.8,4.6,427.7
NX36,10.9,90.7679,231.8,22.4,50.1,44.8,4.5,5.4,216.8,4.7,418.6
NX37,10.1,91.8725,240.1,22.5,51.4,40.7,5.1,4.7,218.7,4.6,376.2
NX38,9.5,80.8247,235.2,21.9,49.2,34.3,5,2.5,187.2,4.3,354.2
NX39,5.6,81.2194,227.4,20.4,48.1,29.8,4.8,2.5,138.3,4.5,343.8
NX43,28.6,85.4698,207.1,24.6,57,67.4,12.6,6.3,205.9,5.6,496
NX44,26.9,86.351,205.7,24.1,58.7,65.4,11,5.5,225.8,5.5,486.6
NX45,27.6,90.0346,207.7,24,55.5,70.8,9.9,6.2,214.3,6,473
NX46,27,92.6033,227.1,24,50.5,70,9.9,6.5,227.1,5.9,430.3
NX47,9.6,86.1228,223.4,21.7,50.2,40.8,4.5,3.1,207.4,4.3,341.5
NX48,9.4,83.2243,223.3,21.5,49.3,40.4,4.4,2.5,202.3,4,337.1
NX49,6.2,78.6706,222.2,21.2,46.9,34.9,4.4,2.3,144.6,3.5,331
NX54,27.9,85.3358,220.5,25.3,53.4,72.2,12.7,6.4,220.3,6.1,478.3
NX55,28,89.206,243,24.6,59.4,72.7,10.1,7,214.6,6,457.8
NX56,8.9,90.7532,231.1,22.1,46,48.6,3.9,4,236.7,4.4,371.4
NX57,9.2,85.7001,231.2,21.2,48.4,47.9,4,2.8,203.3,4.2,361
NX58,8.9,89.2626,226.3,21.2,48.7,50.4,4.1,3.4,242,4.4,351.3
NX59,6.7,84.026,229.8,20.4,43.2,48.7,3.6,3.2,223.9,4.4,336.8
NX64,27.2,86.4931,212.1,26,67,71,13.3,6.2,226.3,6.1,486.5
NX65,27.6,92.3057,212.6,24.9,61.2,71.6,10.5,6.9,229.6,6,475.1
NX66,19.7,93.6084,237.8,23.1,50.9,66.5,9.2,5.6,254.9,5.2,426.8
NX67,25.9,94.3799,224.4,23.4,52,68.4,8.4,5.6,260.6,4.8,436.7
NX68,10.8,93.7901,234.6,22.7,50,60.3,3.7,4.5,263.4,4.6,391.5
NX69,5.9,85.4798,231.4,20,46,52.8,3.5,4.1,248.8,4.6,337.5
NX74,26.1,87.7303,211,26.3,79,70.3,13.2,6.4,234.4,6.1,490.2
NX75,23.3,93.7395,216,23.8,62.4,71.3,10.9,6.7,259.5,4.5,467.6
NX76,23.9,94.2099,200.3,23.7,55.2,72.4,10.8,5.3,244.3,4.8,478.2
NX77,13.3,92.5843,216.4,22.8,50.2,73.6,3.6,4.8,264.4,4.4,437
NX78,7.3,92.3513,233.7,22,47.1,59.9,3.6,4.6,259.7,4.3,360.3
NX79,4.1,90.6917,241.3,20.6,31.1,53.2,3.4,3.8,247.5,3.9,365.8
NX84,26.1,86.9297,228.8,25.9,68.8,72.1,12.6,6.3,236.9,6.1,498.8
NX85,25.7,89.4727,232.4,25.8,91,70.8,12.7,7.2,246.3,6.2,494.8
NX86,24.5,92.4984,208.4,24,65.7,68.5,6.7,5.6,246.7,4.7,467.1
NX87,10.6,93.0894,215.3,22.8,46.5,66.7,3.7,3.6,257.5,3.9,452.7
NX88,8.2,91.6768,193.4,21.9,36,74.3,3.4,3.2,252.7,3.8,448
NX89,8.6,91.6824,178.8,22.2,36.3,73.1,3.5,3,253,4.2,432.1
NX90,11.3,74.7155,252.4,25.7,85.6,63,14.2,3.6,235.7,5.9,484
NX91,13.1,83.0841,243.5,24.9,95.8,59.3,14.6,7.2,266.4,5.4,480.8
NX92,26.1,81.8291,245.2,25.4,90,63.8,14.4,5.6,251.9,5.2,490.8
NX93,12.4,71.3806,282,25,84.7,66.8,13,7,249.6,5.1,500
NX95,21.8,90.0127,247.8,25.6,88.6,71.5,12.6,7.6,234.6,6,494.6
NX96,16,92.8702,244.5,25.6,88.6,70.5,11.1,7.7,220.5,5.9,453.5
NX97,12.5,94.0867,206.3,25.5,80.5,66.3,9.1,7.1,229.6,5.8,476.3
NX98,10.1,90.6397,202.5,22.2,41.2,77.1,3.8,3.1,248.5,3.8,473.2
NX99,6.9,89.4649,261.6,21.3,30.1,73.1,3.4,2.6,250.3,3.7,405.6
NY00,10.2,89.8951,260.9,27.3,96,75.5,15.7,6.6,308.9,5.8,473.4
NY01,8,88.4136,288.8,26.1,73.8,68.4,8.6,7.7,290.9,5.2,484.8
NY02,7.5,86.0515,249.2,25,90.7,65.4,14.1,9.7,271.8,5,476.7
NY03,9.5,84.1815,237.2,23.8,93.9,60.2,16,7.6,254.9,5.1,479.6
NY04,10.7,81.1952,235.2,24.6,90.6,61.2,13.7,6.9,236.1,5,486.9
NY05,9.7,73.6943,297.9,24.7,87.2,72.6,12.7,7.6,228.5,5.1,491.2
NY06,14.4,89.144,258.1,25.1,85.1,80.2,9.7,8,239.9,5.3,493
NY07,9.8,89.0075,214.8,22.3,52.8,76.1,7.3,4.3,251.7,4.1,470.2
NY08,10.7,92.0302,200.5,23,60.8,72.2,7.2,5.5,253.8,4.4,461.4
NY09,7.1,88.3391,264.3,21.2,30,70.3,3.4,3,249.8,3.7,442.4
NY10,9.3,89.7559,322.1,26.1,72.4,67.5,8.9,7.6,263.9,5.3,417.8
NY11,8.6,86.688,309.9,25.4,70.3,60.9,8.8,6.2,237.9,5,426.8
NY12,9.6,89.6369,298.4,25.8,73.3,66.8,8.6,7.7,266.3,5.2,466.7
NY13,7.3,87.0817,248.3,24,88.1,63.6,10.5,9.4,279.1,4.5,469.9
NY14,8.3,85.482,236.7,23.2,95.1,59.1,15.9,10.7,256.8,4.4,469.4
NY15,10.2,85.5262,239.6,24.3,90.4,68.9,13.6,8,247.5,5.1,486.5
NY16,11.7,90.9228,241.4,24.9,92.7,73.6,10.4,9,242.6,5.3,488.6
NY17,8.8,89.087,223.5,21.9,63.2,76,7.7,4.5,256.9,4.4,462.6
NY18,9.2,89.6723,222,22.7,59.2,71.9,6.8,5.1,260.5,4.5,457.7
NY19,5.6,88.1148,263.9,22.2,42.3,61.6,4.1,3.2,253.6,3.9,441
NY20,8.3,86.4867,330.7,24.9,66.7,60,8.6,6,232.3,5.2,414.2
NY21,9.3,88.4089,322.9,25.8,71.3,66.2,9,6.7,252.4,5.3,423.9
NY22,10,90.3861,309.9,26.5,74.8,72.8,9.2,7.6,293.5,5.4,461
NY23,7.7,89.4077,292,25.2,74.2,68.3,8.4,7.3,286.6,5.3,450.6
NY24,6.5,86.1571,239.9,22.1,85.4,56.5,11.3,9.1,278.5,4.1,459.3
NY25,5.5,86.379,236,22.2,93.9,66.1,12.7,8.9,259.3,4.5,462.7
NY26,10,88.4953,230.7,23.8,93.6,75.8,10.4,10.1,250.7,4.7,482.4
NY27,6.5,87.3075,232.6,19,53.6,69.5,5.9,3.9,236.7,4.1,462.7
NY28,5.8,80.2228,266.5,17,41.1,53.3,3.4,3.5,216.1,3.6,401.3
NY29,6.4,83.9733,272.7,18.2,45.4,53.4,4.6,2.8,226.4,3.8,390
NY30,9.9,93.3281,335.6,27.7,77.7,74.8,8.9,7.6,310.7,5.6,415
NY31,9.4,88.9462,330.1,26,70.1,67.5,9.2,6.8,256.1,5.3,420.6
NY32,9.9,89.533,322.5,25.9,70.7,68.7,9.1,6.8,278.1,5.3,430.6
NY33,7.7,87.809,298.5,24.8,74.4,60.5,8.5,7.1,264.1,5.1,445.5
NY34,10,86.2087,235.7,21.6,81.1,58.2,10.6,7.8,278.4,4.1,453
NY35,6.6,86.4518,226,21.4,88.9,62.1,11.9,8.4,271.4,4.1,461
NY36,8.2,86.6907,234.4,21.6,88.3,64.2,11.1,8.6,260.8,4.4,473.5
NY37,7.1,87.8642,235,21.4,70,57.3,10.1,6.1,264.7,4.3,461.7
NY38,6.5,85.1495,274.1,19.3,58,58.1,5.7,4,245.9,4,405.1
NY39,5.2,80.7974,277.2,16.7,49.9,57.2,3.1,3,224.2,3.2,368.6
NY40,10.2,91.0855,336,26.9,71.6,68.9,9.3,6.9,272.5,5.3,391.2
NY41,9.2,87.9322,334.2,25.8,70.5,64.4,9.8,6.6,241.8,5.3,398.6
NY42,9.1,90.3423,326.4,26.6,73.2,74.5,8.9,4.4,307.6,5.3,419.7
NY43,8.8,86.8263,268.1,23.4,73.7,63.8,11.6,5.2,285.4,4.4,443.9
NY44,9.3,86.279,224.1,21.7,83.9,59.4,10.1,8.8,277.8,4.3,449.1
NY45,6.1,86.2651,215.6,21.3,83.4,61.2,9.8,8.7,276.7,4.2,459.4
NY46,6.5,87.2339,232.3,21.1,83.2,59.1,10.2,8.4,270.2,4.1,450.8
NY47,8.1,87.0035,235.6,20.2,73.7,54.8,9.2,7,267.5,4.2,461.3
NY48,6.9,84.1277,275.2,19.1,64.4,47.9,5.7,4,254,4.3,403.2
NY49,6,80.2679,287.1,16.8,55.8,55.8,3,3,209.4,4.3,366.1
NY50,10.1,90.0349,329.3,27.3,59.3,58.2,10,5.9,239.2,4.8,385.4
NY51,9.5,90.8078,334.2,27.7,71.9,70.6,8.8,4.3,290.5,5.2,392.6
NY52,8.3,87.102,301.8,26.1,72.9,71,11.2,6.7,297,4.6,427.3
NY53,8.6,87.0255,258.6,24.5,79,65.9,10.7,8,288.1,4.4,440.1
NY54,8.9,86.6657,265.1,22.7,71.4,56.4,10.5,6.1,283.9,4.3,441
NY55,7.1,85.9495,287.5,21.4,74.7,59.9,10.3,7.6,284.8,4.3,440.2
NY56,7.5,86.36,247.1,20.6,74.9,60.5,9.5,8.3,278.6,4.1,452.1
NY57,8.5,86.064,268.3,18.4,69,53.2,6.1,4.6,267.3,4.4,441
NY58,7.5,79.713,269.2,18.7,60,54.4,5.4,2.5,210.6,4.4,381.1
NY59,7.4,80.3441,278.6,18.7,63.8,53.7,5,3.9,238.4,5,384.8
NY60,12,91.0755,331.3,27.5,64.7,68.9,9.4,4.2,295.3,4.7,390.7
NY61,11.2,90.5313,330.7,27.8,64.4,69.2,9.3,3.6,293.2,4.6,401.4
NY62,8.5,87.8061,307.5,26.6,68.5,68.3,10.7,4.9,295.6,4.6,415.1
NY63,8.2,87.7732,306.7,24.9,61.2,50.9,8.7,4.5,261.8,3.7,397
NY64,10.1,82.5292,294.6,22.1,59.4,53.3,6.2,4.9,217.3,3.5,370.9
NY65,10,83.5487,276.9,18.5,69.2,56.4,7.4,4.7,237.4,4.6,376.2
NY66,8.4,86.9175,280,19,74.3,57,6,5.7,280.7,4.5,434.2
NY67,9.8,82.9922,265.7,18.3,71.8,55.1,5.6,5.1,254.8,4.6,370.4
NY68,7.5,75.3386,265.7,14.8,62.9,53.3,2.7,3.8,230.5,5.3,372.9
NY69,8.3,75.299,272.7,16.4,63.5,52.6,2.8,4,224.3,5.3,374.7
NY70,15.9,90.3652,320.5,27.5,64.7,71.3,10.1,5.3,299.6,4.5,388.7
NY71,10.1,90.1699,321.4,27.9,62.6,70.7,8.6,2.6,303,4.8,406.6
NY72,10.9,85.0912,317.5,23.8,51.8,43.4,8.3,1.6,174.9,2.9,373.5
NY73,10.2,80.9099,303.9,21.7,54.1,48.6,7.9,2.1,205.7,2.8,365.5
NY74,10.6,83.5597,277,23.5,58.3,57.4,7.1,6.3,232.2,4.4,371.4
NY75,10.8,82.1075,261.7,17.4,62.2,58.3,4,5.2,216.9,4.5,371.5
NY76,9.5,86.625,279.4,18.2,73.4,56.7,4.7,6,277.6,4.6,416.1
NY77,9.7,77.3474,259.7,16.4,66.9,54.8,2.9,3.4,225.4,5.3,364.2
NY78,10.4,79.3776,265.3,17.3,68.3,59.3,8.9,4.3,234.4,5.3,373.8
NY79,6.7,72.4712,275.4,14.4,62.5,50.1,3.2,3.6,225.9,5.4,364.2
NY80,14.3,83.1647,301.4,24.8,51.3,54.5,10,5.7,191.9,4,354.2
NY81,13,86.3614,287.1,23.8,55.1,52.2,9.8,5.7,190.1,4.3,350.6
NY82,11.1,83.2656,285.1,23.8,55,58,8.2,6.2,190.9,4.3,350.4
NY83,10.7,83.5985,286.2,23.9,57.1,59.7,8.5,6.3,197.4,4.5,353.8
NY84,10.5,81.9785,268.2,17.9,59,57.9,6.8,6.2,223.8,4.3,353.3
NY85,10.9,82.6757,256.2,17.3,65.8,62.2,3.8,6,229.4,4.6,367.4
NY86,9.7,88.326,253.1,18.9,84,70.6,9.5,7.9,277.6,4.8,414.3
NY87,10.2,84.8936,255.8,17.5,70.1,62,9.1,5,249.4,4.6,413.7
